Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts
M,179,Townsend,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00,1,0.05,3,0.15,7,0.41,9,0.49,10,0.53,10,0.52
D,180,Keane,4.2,4.2,Everton,0,0.00,0,0.01,0,0.00,0,0.02,0,0.01,0,0.01,0,0.02,0,0.01,1,0.03
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.4,4.4,Everton,88,3.71,88,3.71,88,3.23,87,3.44,87,3.14,86,3.74,85,3.57,86,3.45,86,3.37
M,183,Allan,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,67,2.39,64,2.32,62,1.90,62,2.16,62,1.89,65,2.43,62,2.13,60,2.05,63,2.12
M,186,Iwobi,5.4,5.4,Everton,79,2.99,77,2.97,76,2.42,73,2.72,70,2.27,72,2.92,73,2.65,71,2.59,71,2.60
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,188,Mina,4.3,4.3,Everton,7,0.28,9,0.34,13,0.38,14,0.51,11,0.31,13,0.57,13,0.51,15,0.58,14,0.50
M,189,Gray,5.3,5.3,Everton,48,2.34,48,2.43,48,1.90,48,2.26,49,1.96,47,2.45,46,2.11,50,2.30,45,2.10
M,190,Davies,4.9,4.9,Everton,9,0.44,9,0.45,10,0.43,11,0.48,10,0.45,12,0.53,14,0.62,14,0.63,14,0.62
F,191,Calvert-Lewin,7.9,7.9,Everton,13,0.79,35,1.99,73,2.84,76,3.69,75,2.99,73,3.98,71,3.31,69,3.33,70,3.39
D,192,Holgate,4.3,4.3,Everton,5,0.20,4,0.16,4,0.12,5,0.17,6,0.15,6,0.25,8,0.27,7,0.23,8,0.25
D,193,Godfrey,4.3,4.3,Everton,25,0.94,28,1.07,30,0.78,31,1.02,31,0.72,31,1.23,35,1.29,32,1.07,31,0.99
D,194,Mykolenko,4.3,4.3,Everton,79,3.16,75,3.04,70,1.85,69,2.42,68,1.63,68,2.99,66,2.59,66,2.36,67,2.27
M,195,Gordon,5.1,5.1,Newcastle,37,1.52,40,2.17,41,2.19,42,4.06,43,2.40,39,2.52,38,2.02,41,2.08,44,2.80
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,3.9,3.9,Everton,11,0.45,27,1.13,42,1.17,40,1.43,40,1.02,41,1.79,40,1.55,42,1.53,39,1.36
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.4,4.4,Everton,86,3.11,82,2.96,80,1.83,77,2.38,77,1.57,77,3.00,76,2.64,78,2.46,79,2.33
M,200,Cairney,4.7,4.7,Fulham,0,0.00,5,0.23,0,0.00,18,0.94,20,1.02,21,1.01,23,0.63,21,1.00,24,1.88
D,201,Ream,4.6,4.6,Fulham,86,2.32,84,1.95,0,0.00,82,2.72,81,2.82,81,2.67,80,1.45,79,2.19,81,2.84
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,204,Kebano,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,205,De Cordova-Reid,5.5,5.5,Fulham,66,2.69,65,2.48,0,0.00,63,2.79,60,2.71,61,2.56,61,1.52,61,2.50,59,3.96
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.5,4.5,Fulham,12,0.34,17,0.42,0,0.00,20,0.68,21,0.76,21,0.70,23,0.45,21,0.63,22,0.85
F,210,Mitrović,6.8,6.8,Fulham,72,3.49,80,3.46,0,0.00,81,4.28,78,4.15,78,3.74,77,2.32,77,3.69,78,5.90
M,211,Reed,4.4,4.4,Fulham,78,2.38,76,2.22,0,0.00,62,2.13,60,2.10,60,2.00,60,1.12,61,1.97,59,3.19
M,212,Wilson,5.7,5.7,Fulham,36,1.86,37,1.77,0,0.00,36,2.00,37,2.09,36,1.84,37,1.14,35,1.81,36,2.99
G,213,Rodák,4.3,4.3,Fulham,2,0.07,3,0.10,0,0.00,5,0.22,4,0.15,6,0.24,5,0.12,5,0.18,5,0.34
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,75,2.37,72,1.94,0,0.00,69,2.72,70,2.86,67,2.53,69,1.49,65,2.08,66,2.78
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,83,2.29,82,1.93,0,0.00,77,2.67,76,2.74,75,2.56,75,1.43,75,2.15,73,2.69
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,0,0.00,0,0.00,0,0.00,82,2.41,80,2.37,79,2.24,78,1.26,78,2.17,77,3.50
D,221,Cooper,4.4,4.4,Leeds,24,0.58,26,0.76,29,0.87,26,1.57,27,1.12,33,0.86,33,0.53,28,1.01,36,1.47
D,222,Ayling,4.5,4.5,Leeds,81,2.04,80,2.41,76,2.44,74,4.79,72,3.25,71,2.05,73,1.26,72,2.85,71,3.23
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,3,0.30,5,0.26,9,0.45,9,0.24,11,0.52,11,0.62
M,225,Rodrigo,6.3,6.3,Leeds,0,0.00,0,0.00,0,0.00,9,1.50,18,1.48,38,2.65,41,1.52,39,3.23,40,3.64
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,3,0.11,19,1.46,20,0.97,21,0.71,24,0.47,23,1.04,25,1.31
F,227,Bamford,7.2,7.2,Leeds,69,2.92,65,3.50,63,3.20,59,6.34,56,3.44,50,2.84,51,1.52,51,3.31,49,3.58
D,228,Llorente,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,83,1.84,77,2.09,75,2.19,76,4.43,73,2.93,73,1.84,71,1.10,72,2.52,71,2.83
M,231,James,6.0,6.0,Fulham,22,1.15,22,1.11,0,0.00,21,1.17,23,1.26,21,1.13,23,0.70,24,1.25,23,1.94
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,5.8,5.8,Leeds,61,2.57,54,2.81,50,2.56,47,5.01,46,2.79,48,2.54,46,1.31,44,2.73,48,3.30
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,50,1.38,61,2.00,60,2.05,55,3.79,52,2.46,50,1.58,55,1.01,52,2.19,50,2.41
G,236,Klaesson,3.9,3.9,Leeds,0,0.01,0,0.00,0,0.01,0,0.04,0,0.02,0,0.01,1,0.02,1,0.05,0,0.02
F,237,Greenwood,4.1,4.1,Leeds,9,0.43,9,0.52,9,0.48,10,1.09,9,0.52,8,0.45,8,0.23,7,0.47,8,0.60
G,238,Meslier,4.5,4.5,Leeds,89,3.24,88,3.35,87,3.34,86,6.85,85,3.76,87,3.21,85,1.75,84,3.47,85,4.25
D,239,Firpo,4.5,4.5,Leeds,32,0.95,28,1.00,28,1.02,21,1.57,25,1.19,23,0.79,18,0.36,21,0.92,22,1.11
M,240,Summerville,4.2,4.2,Leeds,51,2.18,46,2.36,42,2.10,40,4.18,41,2.44,37,1.96,34,0.99,37,2.25,35,2.42
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.1,5.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,243,Hjelde,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,244,Kristensen,4.8,4.8,Leeds,11,0.34,11,0.38,14,0.52,16,1.13,18,0.81,19,0.63,16,0.32,17,0.74,19,0.92
M,245,Roca,4.8,4.8,Leeds,43,1.61,52,2.05,55,2.10,54,4.27,53,2.33,52,2.04,54,1.12,55,2.39,52,2.61
M,246,Aaronson,5.4,5.4,Leeds,40,1.65,40,1.82,37,1.66,36,3.31,35,1.80,31,1.49,31,0.80,32,1.71,31,1.93
M,247,Gyabi,4.2,4.2,Leeds,0,0.01,1,0.04,1,0.03,1,0.07,0,0.02,0,0.00,0,0.00,0,0.01,0,0.03
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.4,4.4,Leicester,1,0.04,12,0.35,43,1.12,57,3.63,59,2.28,54,0.84,53,1.80,56,1.41,56,2.14
D,250,Bertrand,3.9,3.9,Leicester,0,0.01,1,0.05,2,0.07,3,0.20,3,0.12,3,0.09,3,0.10,3,0.11,5,0.20
M,251,Albrighton,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,252,Mendy,4.3,4.3,Leicester,21,0.89,18,0.76,24,0.96,23,1.87,23,0.98,20,0.76,20,0.85,19,0.79,17,0.72
D,253,Vestergaard,3.9,3.9,Leicester,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,1,0.02,1,0.04,0,0.02,0,0.00
G,254,Ward,4.0,4.0,Leicester,89,3.64,87,3.27,87,3.23,86,6.92,86,3.68,86,3.02,84,3.47,84,3.11,86,3.71
F,255,Vardy,9.1,9.1,Leicester,30,1.79,32,1.77,32,1.81,35,4.28,33,2.31,36,1.60,36,2.20,37,2.09,37,2.29
D,256,Ricardo,4.3,4.3,Leicester,8,0.31,13,0.44,15,0.51,15,1.17,13,0.62,16,0.38,16,0.68,16,0.54,18,0.84
D,257,Amartey,4.0,4.0,Leicester,15,0.53,15,0.45,15,0.43,18,1.24,16,0.65,16,0.30,20,0.72,19,0.55,19,0.77
D,258,Castagne,4.4,4.4,Leicester,84,3.29,81,2.53,80,2.42,79,6.07,77,3.62,75,1.17,75,3.10,75,2.31,73,3.33
M,259,Tielemans,6.1,6.1,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.32,26,1.08,38,1.40,52,2.14
M,260,Pérez,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,261,Maddison,8.1,8.1,Leicester,64,3.50,82,3.78,79,3.78,77,8.25,77,4.86,75,2.74,75,4.16,74,3.62,72,4.17
F,262,Iheanacho,6.2,6.2,Leicester,56,3.31,48,2.72,48,2.82,46,5.88,47,3.48,47,2.14,44,2.94,44,2.61,46,3.08
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.7,6.7,Leicester,80,3.78,79,3.23,78,3.27,75,6.97,74,3.98,73,2.47,71,3.44,71,3.08,71,3.54
M,265,Ndidi,4.8,4.8,Leicester,65,1.91,65,1.78,59,1.64,58,3.46,60,1.90,58,1.46,54,1.65,49,1.43,51,1.59
M,266,Dewsbury-Hall,4.9,4.9,Leicester,78,2.90,75,2.63,68,2.47,70,5.45,69,3.03,69,2.09,65,2.64,63,2.36,61,2.57
D,267,Söyüncü,4.2,4.2,Leicester,4,0.16,5,0.15,2,0.07,3,0.21,3,0.13,4,0.11,3,0.12,3,0.11,2,0.11
D,268,Justin,4.2,4.2,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,269,Soumaré,4.4,4.4,Leicester,28,1.10,25,0.98,31,1.16,30,2.35,31,1.26,29,1.01,26,1.05,24,0.94,20,0.86
D,270,Thomas,4.0,4.0,Leicester,9,0.36,9,0.32,10,0.35,12,0.93,13,0.60,11,0.28,14,0.60,14,0.48,13,0.57
F,271,Daka,5.6,5.6,Leicester,18,1.23,23,1.40,24,1.53,26,3.51,25,1.88,25,1.24,26,1.76,26,1.59,25,1.72
D,272,W.Fofana,4.3,4.3,Chelsea,73,3.10,73,2.72,70,3.41,71,5.58,69,2.63,64,2.36,62,0.47,61,2.58,56,1.96
D,273,Brunt,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.03,0,0.01,0,0.01,1,0.02,1,0.02,1,0.02
M,274,Milner,4.4,4.4,Liverpool,6,0.32,9,0.43,0,0.00,6,0.54,7,0.34,8,0.39,8,0.43,9,0.40,9,0.67
M,275,Henderson,5.3,5.3,Liverpool,67,2.35,60,2.35,0,0.00,52,3.50,49,1.78,50,1.89,50,2.15,49,1.83,48,2.89
D,276,Matip,5.9,5.9,Liverpool,59,1.87,29,1.26,0,0.00,16,0.83,20,0.65,18,0.67,19,0.93,19,0.70,19,1.16
M,277,Thiago,5.1,5.1,Liverpool,0,0.00,0,0.00,0,0.00,65,3.90,65,2.09,64,2.20,60,2.38,62,2.09,60,3.27
M,278,Chamberlain,4.9,4.9,Liverpool,3,0.23,4,0.34,0,0.00,2,0.36,4,0.30,3,0.25,4,0.33,4,0.31,4,0.49
F,279,Firmino,8.0,8.0,Liverpool,36,2.12,39,2.48,0,0.00,33,3.30,35,1.97,35,2.13,32,2.30,35,1.99,34,3.30
D,280,Van Dijk,6.5,6.5,Liverpool,87,3.00,84,3.79,0,0.00,80,4.08,81,2.69,80,3.06,77,4.11,78,2.99,77,5.05
G,281,Alisson,5.4,5.4,Liverpool,88,3.47,88,3.83,0,0.00,86,6.40,86,3.37,87,3.51,86,4.03,86,3.55,86,5.47
M,282,Fabinho,5.2,5.2,Liverpool,67,1.92,63,1.98,0,0.00,53,2.88,51,1.49,51,1.55,50,1.72,48,1.45,51,2.40
M,283,Salah,12.7,12.6,Liverpool,85,5.40,81,5.96,0,0.00,77,7.91,77,4.61,75,5.09,77,6.47,77,4.85,76,8.48
D,284,Robertson,6.8,6.8,Liverpool,82,3.45,78,4.30,0,0.00,76,4.64,77,3.09,74,3.43,73,4.71,72,3.35,73,5.82
D,285,Alexander-Arnold,7.3,7.3,Liverpool,86,3.65,82,4.55,0,0.00,80,4.89,78,3.18,77,3.63,76,4.95,77,3.59,76,6.19
D,286,Gomez,4.3,4.3,Liverpool,24,0.74,29,1.15,0,0.00,22,1.11,23,0.69,27,0.94,25,1.18,26,0.92,28,1.63
M,287,Keita,4.7,4.7,Liverpool,28,1.32,34,1.73,0,0.00,21,1.92,21,1.02,22,1.11,23,1.34,23,1.15,22,1.82
F,288,Diogo Jota,8.8,8.8,Liverpool,49,2.74,50,3.05,0,0.00,33,3.33,33,1.84,35,2.12,35,2.47,34,1.98,37,3.60
G,289,Kelleher,4.0,4.0,Liverpool,1,0.06,2,0.09,0,0.00,4,0.27,3,0.13,3,0.12,4,0.20,4,0.15,4,0.25
D,290,Konaté,4.8,4.8,Liverpool,10,0.33,41,1.75,0,0.00,68,3.12,65,1.99,64,2.21,67,3.26,65,2.30,64,3.81
M,291,Jones,4.9,4.9,Liverpool,9,0.47,10,0.58,0,0.00,7,0.67,7,0.38,7,0.39,8,0.47,6,0.33,8,0.70
D,292,Tsimikas,4.4,4.4,Liverpool,9,0.40,11,0.56,0,0.00,13,0.95,13,0.52,15,0.69,16,0.88,16,0.72,16,1.17
M,293,Luis Díaz,7.8,7.8,Liverpool,0,0.00,3,0.24,0,0.00,47,4.62,46,2.55,44,2.73,44,3.28,44,2.59,43,4.34
M,294,Elliott,4.9,4.9,Liverpool,29,1.54,28,1.66,0,0.00,17,1.70,17,0.96,18,1.06,20,1.32,19,1.06,20,1.90
D,295,N.Williams,3.9,3.9,Nott'm Forest,83,3.52,79,1.91,74,2.40,36,2.68,35,1.13,36,1.11,36,0.84,35,1.14,36,1.13
M,296,Carvalho,5.1,5.1,Liverpool,1,0.12,3,0.28,0,0.00,1,0.20,3,0.22,2,0.19,2,0.20,3,0.23,2,0.35
F,297,Darwin,8.8,8.7,Liverpool,60,3.48,58,3.72,0,0.00,53,5.16,49,2.76,49,3.02,51,3.68,47,2.74,50,4.99
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,4.8,4.8,Man City,53,2.43,49,2.43,0,0.00,46,1.97,46,2.25,49,2.48,42,0.13,46,1.88,45,3.95
M,300,Gündogan,7.3,7.3,Man City,56,2.59,56,2.62,0,0.00,52,2.45,50,2.40,53,2.80,54,0.18,52,2.28,51,4.56
M,301,De Bruyne,12.2,12.2,Man City,72,4.73,70,4.59,0,0.00,68,4.54,65,4.45,66,5.12,66,0.30,63,3.80,64,8.09
D,302,Stones,5.4,5.4,Man City,29,1.39,56,2.84,0,0.00,59,2.57,56,2.77,59,3.10,60,0.18,59,2.48,59,5.22
M,303,Mahrez,7.8,7.8,Man City,63,5.00,59,4.74,0,0.00,57,4.68,57,4.73,57,5.47,58,0.32,58,4.21,58,8.85
M,304,Sterling,9.7,9.7,Chelsea,39,2.59,41,2.58,39,2.68,36,4.75,37,2.16,34,2.14,37,0.56,41,2.74,40,2.69
M,305,Grealish,6.8,6.8,Man City,57,3.37,59,3.47,0,0.00,58,3.50,55,3.36,54,3.73,57,0.24,57,3.11,57,6.50
D,306,Cancelo,7.1,7.1,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,307,Ederson,5.4,5.4,Man City,89,3.97,88,4.15,0,0.00,87,3.65,87,4.02,86,4.03,87,0.28,84,3.60,85,7.23
D,308,Aké,5.1,5.0,Man City,59,2.71,54,2.67,0,0.00,50,2.13,46,2.27,49,2.50,47,0.14,48,1.96,47,4.14
D,309,Laporte,5.7,5.7,Man City,42,1.91,54,2.63,0,0.00,51,2.11,50,2.42,51,2.57,49,0.14,48,1.93,51,4.36
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.8,6.8,Man City,56,2.53,53,2.43,0,0.00,57,2.57,56,2.60,56,2.86,53,0.17,55,2.32,55,4.70
D,312,Dias,5.9,5.9,Man City,72,3.26,60,2.92,0,0.00,61,2.51,60,2.91,57,2.87,56,0.16,56,2.23,58,4.97
D,313,Zinchenko,5.1,5.1,Arsenal,77,5.23,76,4.18,74,4.96,72,4.50,72,2.95,72,3.77,68,4.60,73,2.23,70,3.73
M,314,Foden,8.0,8.0,Man City,45,3.35,45,3.36,0,0.00,46,3.54,48,3.69,47,4.13,47,0.25,49,3.35,46,6.63
M,315,Rodri,5.6,5.6,Man City,83,3.04,81,3.03,0,0.00,76,2.79,76,2.91,75,3.07,76,0.20,75,2.62,75,5.31
M,316,Palmer,4.3,4.3,Man City,6,0.44,10,0.66,0,0.00,15,0.98,16,1.04,16,1.13,16,0.07,16,0.99,18,2.16
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.2,11.8,Man City,79,6.43,75,6.11,0,0.00,70,6.09,70,5.96,68,6.93,69,0.39,68,5.13,69,11.02
F,319,Álvarez,6.0,6.0,Man City,31,2.23,38,2.65,0,0.00,38,2.81,42,3.01,41,3.44,40,0.20,40,2.60,41,5.46
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,78,2.49,75,4.60,71,2.27,70,2.15,68,1.96,67,2.38,66,1.85,65,2.40,67,1.98
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,0,0.02,2,0.07,0,0.00,3,0.15,3,0.15,4,0.21,4,0.01,6,0.25,5,0.44
M,325,Phillips,4.8,4.8,Man City,11,0.47,14,0.59,0,0.00,20,0.85,21,0.89,20,0.92,21,0.07,22,0.90,21,1.70
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,5.0,5.0,Man Utd,89,3.36,89,4.16,0,0.00,88,7.36,87,4.17,86,3.80,87,1.02,87,3.37,86,6.74
D,328,Jones,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
D,329,Varane,4.8,4.8,Man Utd,32,1.07,31,1.54,0,0.00,33,2.71,31,1.58,33,1.49,33,0.37,33,1.15,35,2.68
D,330,Maguire,4.7,4.7,Man Utd,35,1.03,33,1.60,0,0.00,36,2.76,39,1.92,37,1.61,38,0.40,38,1.20,38,2.69
M,331,Fred,5.1,5.1,Man Utd,36,1.40,35,1.64,0,0.00,35,2.93,35,1.59,34,1.48,37,0.42,34,1.30,35,2.69
D,332,Shaw,5.3,5.2,Man Utd,64,2.10,79,4.30,0,0.00,75,6.30,75,4.10,74,3.55,74,0.85,72,2.49,72,5.83
M,333,Fernandes,9.8,9.8,Man Utd,86,3.92,84,5.14,0,0.00,82,8.37,82,4.78,80,4.36,82,1.11,80,3.66,78,7.58
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.2,7.2,Man Utd,85,5.00,79,6.41,0,0.00,77,10.40,75,5.77,74,5.26,74,1.32,74,4.47,72,9.25
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,337,Lindelöf,4.1,4.1,Man Utd,33,0.97,34,1.63,0,0.00,34,2.57,38,1.81,40,1.68,36,0.37,39,1.20,37,2.57
M,338,McTominay,4.9,4.9,Man Utd,16,0.58,18,0.72,0,0.00,21,1.55,24,0.92,22,0.81,23,0.23,23,0.78,23,1.56
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,33,2.10,39,3.18,0,0.00,32,4.56,35,2.72,34,2.51,36,0.68,34,2.21,34,4.48
D,341,Wan-Bissaka,4.3,4.3,Man Utd,9,0.27,11,0.51,0,0.00,15,1.16,14,0.66,15,0.62,16,0.18,20,0.68,18,1.40
D,342,Dalot,4.7,4.7,Man Utd,80,2.37,76,3.78,0,0.00,72,5.59,72,3.63,71,3.15,69,0.74,67,2.14,66,4.88
D,343,B.Williams,3.8,3.8,Man Utd,4,0.09,1,0.04,0,0.00,2,0.12,3,0.09,3,0.08,3,0.03,2,0.06,3,0.18
M,344,Elanga,4.7,4.7,Man Utd,2,0.19,2,0.22,0,0.00,2,0.35,2,0.16,2,0.21,2,0.06,3,0.27,2,0.41
F,345,Martial,6.4,6.4,Man Utd,4,0.32,17,1.43,0,0.00,50,6.39,49,3.40,46,3.09,48,0.81,49,2.85,49,5.86
M,346,Andreas,4.4,4.4,Fulham,81,3.27,76,2.86,0,0.00,73,3.32,71,3.26,67,2.85,66,1.69,64,2.70,63,4.24
M,347,Pellistri,4.3,4.3,Man Utd,2,0.20,2,0.18,0,0.00,2,0.36,2,0.18,2,0.20,4,0.09,3,0.25,3,0.45
G,348,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.02,0,0.01,1,0.02,1,0.01,0,0.01,1,0.07
M,349,Shelvey,4.8,4.8,Nott'm Forest,58,1.95,51,1.54,51,1.63,50,3.28,48,1.52,45,1.45,44,1.34,44,1.42,45,1.43
D,350,Ritchie,4.2,4.2,Newcastle,0,0.01,1,0.05,3,0.13,3,0.24,2,0.10,2,0.13,4,0.17,4,0.17,3,0.17
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,59,3.12,58,2.59,51,2.57,52,5.29,50,2.42,50,2.45,48,2.14,50,2.48,50,2.35
G,355,Dubravka,4.1,4.1,Newcastle,2,0.07,2,0.08,2,0.07,3,0.24,3,0.12,3,0.17,4,0.17,4,0.17,4,0.22
F,356,Wilson,6.9,6.9,Newcastle,49,2.32,47,3.13,48,3.07,50,6.00,47,3.31,48,3.79,47,3.08,46,2.83,44,3.56
D,357,Trippier,6.0,6.0,Newcastle,87,1.75,84,3.94,81,3.65,78,5.85,77,3.32,76,3.84,76,3.13,74,3.36,74,4.28
D,358,Burn,4.5,4.5,Newcastle,84,1.60,82,3.57,77,3.26,75,5.24,76,3.06,75,3.51,76,2.85,76,3.22,74,3.90
M,359,Fraser,5.2,5.2,Newcastle,2,0.15,3,0.27,5,0.38,5,0.71,6,0.46,6,0.54,6,0.45,7,0.45,6,0.51
