Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,Elite%
M,562,Podence,5.5,5.5,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,563,R.Gomes,5.5,5.5,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,564,S.Bueno,4.5,4.5,Wolves,79,1.07,79,1.96,75,2.25,74,2.04,72,1.63,72,1.66,72,2.0,72,7.085125499999999,0.0
M,565,Sarabia,5.5,5.5,Wolves,48,1.92,49,2.64,49,2.59,45,2.55,46,2.22,47,2.35,46,2.34,45,8.821748374999999,0.0
F,566,Strand Larsen,5.5,5.5,Wolves,42,1.63,43,2.11,43,2.1,42,2.11,42,1.89,42,1.97,42,1.99,41,7.397148625,0.0
D,567,Toti,4.5,4.5,Wolves,90,1.13,87,2.21,84,2.58,82,2.26,81,1.82,81,1.82,79,2.22,79,7.876966812499999,0.0
G,568,Muric,4.5,4.5,Ipswich,92,2.93,92,3.06,91,3.22,90,2.96,89,3.12,89,3.01,89,2.92,88,11.374184874999997,0.01
M,569,Jaden,5.5,5.5,Aston Villa,11,0.6,13,0.63,15,0.89,14,0.86,15,0.94,16,0.99,13,0.78,16,3.302842375,0.0
M,570,A.Fatawu,5.5,5.5,Leicester,72,2.94,70,2.87,66,2.87,66,2.6,64,3.06,65,2.11,65,3.09,62,10.4104864375,0.0
M,571,Sávio,6.5,6.5,Man City,50,2.72,30,2.43,25,1.55,29,2.02,32,1.66,32,1.85,36,2.49,36,8.029729999999999,0.01
D,572,Yoro,4.5,4.5,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,573,Milenković,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.08048649999999999,0.0
D,574,Pivas,4.0,4.0,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,575,Wiley,4.0,4.0,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,576,Irving,5.0,5.0,West Ham,25,1.05,22,0.89,16,0.63,14,0.64,14,0.63,15,0.68,15,0.77,16,2.6975793749999997,0.0
M,577,Lindstrøm,5.5,5.5,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,578,Calafiori,6.0,6.0,Arsenal,28,1.46,41,1.63,57,2.8,66,2.46,65,1.77,64,3.69,62,3.47,61,9.80272175,0.03
D,579,Sessegnon,4.5,4.5,Fulham,18,0.59,21,1.12,23,1.05,27,1.18,27,1.07,29,1.19,30,0.63,30,4.647631124999999,0.0
D,580,Huijsen,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G,581,Jørgensen,4.5,4.5,Chelsea,46,1.53,47,1.8,44,1.72,48,1.74,47,1.7,43,1.64,46,1.85,48,6.0099139374999995,0.0
D,582,O'Brien,5.0,5.0,Everton,80,2.77,51,1.13,24,0.91,19,0.51,19,0.67,21,0.8,21,0.7,23,3.0502930624999998,0.0
D,583,Townsend,4.0,4.0,Ipswich,9,0.25,13,0.2,14,0.51,16,0.44,17,0.56,16,0.51,15,0.41,17,2.0232058124999996,0.0
M,584,Brereton Díaz,5.5,5.5,Southampton,77,3.28,74,4.12,72,3.34,69,3.43,69,4.34,69,3.25,67,2.33,67,12.158444937499999,0.01
M,585,I.Sarr,6.0,6.0,Crystal Palace,56,2.81,51,2.87,52,2.37,52,3.4,51,2.75,51,2.55,50,2.44,50,9.4977925,0.0
D,586,J.Cuenca,4.5,4.5,Fulham,13,0.36,19,0.78,24,0.9,24,0.86,26,0.85,26,0.93,28,0.49,29,3.9480174999999997,0.0
M,587,Summerville,6.0,6.0,West Ham,20,1.15,22,1.24,25,1.2,26,1.48,26,1.49,27,1.54,28,2.0,27,5.803088375,0.01
M,588,G.Rodríguez,5.0,5.0,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,589,Füllkrug,7.0,7.0,West Ham,66,3.82,65,3.36,63,2.88,63,3.46,62,3.5,62,3.47,62,4.57,60,12.348233249999998,0.04
F,590,Osula,5.0,5.0,Newcastle,2,0.16,2,0.17,1,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,591,Todibo,4.5,4.5,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,592,J.Araujo,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,593,De Ligt,5.0,5.0,Man Utd,58,2.3,84,2.44,82,2.21,79,2.91,79,2.49,79,2.42,78,2.06,77,10.2044524375,0.03
D,594,Mazraoui,4.5,4.5,Man Utd,58,2.84,69,2.5,68,2.33,51,2.35,36,1.46,30,1.26,29,1.09,28,4.8552236875,0.02
M,595,Gruda,5.5,5.5,Brighton,20,1.06,25,1.33,33,1.31,44,2.69,40,2.18,41,1.8,41,1.99,41,6.907498375,0.0
M,596,Jota Silva,6.0,6.0,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,597,Lewis-Skelly,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,598,Bogarde,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G,599,Dennis,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,600,Ayari,5.0,5.0,Brighton,0,0.0,0,0.0,0,0.0,1,0.08,0,0.0,0,0.0,0,0.0,1,0.36793699999999996,0.0
M,601,Moran,5.0,5.0,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,602,Trevitt,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,603,Armstrong,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,604,King,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,605,Godo,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,606,Alves,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,607,O’Reilly,5.0,5.0,Man City,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,608,Dibling,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,609,Lankshear,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,610,Moore,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10001,Josh Wilson-Esbrand,99.9,99.9,Man City,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0.0
G,10006,Carl Rushworth,99.9,99.9,Brighton,2,0.07,3,0.12,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.04978025,0.0
M,10011,Malick Junior Yalcouyé,99.9,99.9,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,10012,Abdallah Sima,99.9,99.9,Brighton,4,0.31,5,0.35,5,0.31,5,0.4,3,0.28,4,0.29,5,0.35,5,1.2020606875,0.0
G,10039,Billy Crellin,99.9,99.9,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10064,Máximo Perrone,99.9,99.9,Man City,1,0.1,0,0.0,1,0.09,2,0.13,1,0.1,2,0.15,2,0.16,3,0.594067125,0.0
D,10065,Issa Kaboré,99.9,99.9,Man City,10,0.41,9,0.51,3,0.13,4,0.23,4,0.17,5,0.21,5,0.26,5,0.9118466249999999,0.0
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10069,Harrison Ashby,99.9,99.9,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10070,Ed Turns,99.9,99.9,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10075,Jensen Weir,99.9,99.9,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G,10076,Matthew Cox,99.9,99.9,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10077,Paris Maghoma,99.9,99.9,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07,1,0.07,1,0.07,2,0.34169562499999995,0.0
M,10083,Daniel Gore,99.9,99.9,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10086,Chem Campbell,99.9,99.9,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10087,Gavin Kilkenny,99.9,99.9,Bournemouth,0,0.0,1,0.08,2,0.13,1,0.09,2,0.1,2,0.15,3,0.16,2,0.38656375000000004,0.0
G,10088,Harry Tyrer,99.9,99.9,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G,10093,Vitezslav Jaros,99.9,99.9,Liverpool,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10098,Imari Samuels,99.9,99.9,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,10099,Jota Silva,99.9,99.9,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10106,Bashir Humphreys,99.9,99.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10107,Tino Anjorin,99.9,99.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10110,Harry Amass,99.9,99.9,Man Utd,2,0.08,0,0.0,1,0.05,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0.0
M,10111,Toby Collyer,99.9,99.9,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,10112,Ethan Wheatley,99.9,99.9,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,10113,Tyrique George,99.9,99.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
D,10114,Josh Acheampong,99.9,99.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F,10119,Evanilson,99.9,99.9,Bournemouth,5,0.4,65,3.33,71,3.23,65,3.23,58,2.38,54,3.34,54,2.84,57,9.157735499999998,0.0
D,10120,Ferdi Kadıoğlu,99.9,99.9,Brighton,0,0.0,17,0.61,23,0.48,27,1.28,32,1.39,32,0.8,32,1.03,32,3.6356444375,0.0
F,10121,Georginio Rutter,99.9,99.9,Brighton,0,0.0,6,0.38,9,0.43,14,0.99,20,1.24,22,1.08,24,1.3,22,4.388755249999999,0.0
